GID_0,NAME_0,GID_1,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,latitude,longitude,coordinate,source,radio,mcc,net,area,distance_to_event_m
BFA,Burkina Faso,GID_1,NAME_1,2023,2,6,Burkina Faso,Centre-Est,Koabgtenga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 6 February 2023, presumed JNIM militants set fire to the town hall, the prefecture, cell phone installations, some private houses, the primary school, the college, and several teacher motorcycles in Koabgtenga (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Teachers (Burkina Faso),Civilians,11.5747,-0.3323,"11.5747,-0.3323",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,303.0,707.8296971965399
BFA,Burkina Faso,GID_1,NAME_1,2023,2,6,Burkina Faso,Centre-Est,Koabgtenga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 6 February 2023, presumed JNIM militants set fire to the town hall, the prefecture, cell phone installations, some private houses, the primary school, the college, and several teacher motorcycles in Koabgtenga (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Teachers (Burkina Faso),Civilians,11.5747,-0.3323,"11.5747,-0.3323",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,303.0,707.8296971965399
BFA,Burkina Faso,GID_1,NAME_1,2023,2,6,Burkina Faso,Centre-Est,Koabgtenga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 6 February 2023, presumed JNIM militants set fire to the town hall, the prefecture, cell phone installations, some private houses, the primary school, the college, and several teacher motorcycles in Koabgtenga (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Teachers (Burkina Faso),Civilians,11.5747,-0.3323,"11.5747,-0.3323",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,14.0,8637.724121622763
BFA,Burkina Faso,GID_1,NAME_1,2022,2,6,Burkina Faso,Sud-Ouest,Djigoue,communications,antenna,Attack on civilians,destruction,destroyed,"On 6 February 2022, presumed JNIM militants shot and wounded a mentally ill person insulting them and destroyed a telecommunications antenna in the village of Djigoue (Djigoue, Poni).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,10.0524,-3.8195,"10.0524,-3.8195",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,6,Burkina Faso,Sud-Ouest,Djigoue,communications,antenna,Attack on civilians,destruction,destroyed,"On 6 February 2022, presumed JNIM militants shot and wounded a mentally ill person insulting them and destroyed a telecommunications antenna in the village of Djigoue (Djigoue, Poni).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,10.0524,-3.8195,"10.0524,-3.8195",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,6,Burkina Faso,Sud-Ouest,Djigoue,communications,antenna,Attack on civilians,destruction,destroyed,"On 6 February 2022, presumed JNIM militants shot and wounded a mentally ill person insulting them and destroyed a telecommunications antenna in the village of Djigoue (Djigoue, Poni).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,10.0524,-3.8195,"10.0524,-3.8195",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2019,12,18,Burkina Faso,Nord,Toulfe,communications,telecommunications tower,Remote explosive/landmine/IED,ied,destroyed,"On 18 December 2019, presumed JNIM militants detonated a transmission tower in Toulfe.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.8826,-1.9551,"13.8826,-1.9551",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2019,12,18,Burkina Faso,Nord,Toulfe,communications,telecommunications tower,Remote explosive/landmine/IED,ied,destroyed,"On 18 December 2019, presumed JNIM militants detonated a transmission tower in Toulfe.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.8826,-1.9551,"13.8826,-1.9551",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2019,12,18,Burkina Faso,Nord,Toulfe,communications,telecommunications tower,Remote explosive/landmine/IED,ied,destroyed,"On 18 December 2019, presumed JNIM militants detonated a transmission tower in Toulfe.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,13.8826,-1.9551,"13.8826,-1.9551",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,11,1,Burkina Faso,Boucle du Mouhoun,Bondokuy,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 1 November 2022, presumed JNIM militants burned telecommunications installations in the village of Bondokuy (Bondokui, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8669,-3.752,"11.8669,-3.752",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,802.0,434.35294187108906
BFA,Burkina Faso,GID_1,NAME_1,2022,11,1,Burkina Faso,Boucle du Mouhoun,Bondokuy,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 1 November 2022, presumed JNIM militants burned telecommunications installations in the village of Bondokuy (Bondokui, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8669,-3.752,"11.8669,-3.752",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,802.0,1109.793956460019
BFA,Burkina Faso,GID_1,NAME_1,2022,11,1,Burkina Faso,Boucle du Mouhoun,Bondokuy,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 1 November 2022, presumed JNIM militants burned telecommunications installations in the village of Bondokuy (Bondokui, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8669,-3.752,"11.8669,-3.752",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,802.0,1523.4834412206292
BFA,Burkina Faso,GID_1,NAME_1,2022,11,7,Burkina Faso,Nord,Boussou,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 7 November 2022, presumed JNIM militants burned the prefecture and sabotaged a telecommunications antenna by removing the solar panels in the village of Boussou (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,13.0281,-2.5622,"13.0281,-2.5622",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,30.0,9752.685668173934
BFA,Burkina Faso,GID_1,NAME_1,2022,10,5,Burkina Faso,Nord,Boussou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 5 October 2022, presumed JNIM militants burned the mayor's office, police station, and telecommunications antennas in the village of Boussou (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.0281,-2.5622,"13.0281,-2.5622",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,30.0,9752.685668173934
BFA,Burkina Faso,GID_1,NAME_1,2022,10,3,Burkina Faso,Hauts-Bassins,Gombeledougou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 October 2022, presumed JNIM militants fired gunshots at a telecommunications installation in the village of Gombeledougou (Koumbia, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.1877,-3.5553,"11.1877,-3.5553",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,3,Burkina Faso,Hauts-Bassins,Gombeledougou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 October 2022, presumed JNIM militants fired gunshots at a telecommunications installation in the village of Gombeledougou (Koumbia, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.1877,-3.5553,"11.1877,-3.5553",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,3,Burkina Faso,Hauts-Bassins,Gombeledougou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 October 2022, presumed JNIM militants fired gunshots at a telecommunications installation in the village of Gombeledougou (Koumbia, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.1877,-3.5553,"11.1877,-3.5553",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,12,31,Burkina Faso,Centre-Ouest,Gao,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 31 December 2022, presumed JNIM militants burned the gendarmerie, mayor's office, and telecommunications installations in the village of Gao (Gao, Ziro).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-) Gendarmerie; Government of Burkina Faso (2022-),Civilians,11.6431,-2.1806,"11.6431,-2.1806",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,304.0,2545.5730017697047
BFA,Burkina Faso,GID_1,NAME_1,2022,10,25,Burkina Faso,Centre-Nord,Pibaore,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 25 October 2022, presumed JNIM militants attacked the gendarmerie in the village of Pibaore (Pibaore, Sanmatenga). The militants vandalized and burned the gendarmerie, the mayor's office, and telecommunications antennas.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-) Gendarmerie; Government of Burkina Faso (2022-),Civilians,12.8935,-0.8141,"12.8935,-0.8141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,25,Burkina Faso,Centre-Nord,Pibaore,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 25 October 2022, presumed JNIM militants attacked the gendarmerie in the village of Pibaore (Pibaore, Sanmatenga). The militants vandalized and burned the gendarmerie, the mayor's office, and telecommunications antennas.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-) Gendarmerie; Government of Burkina Faso (2022-),Civilians,12.8935,-0.8141,"12.8935,-0.8141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,25,Burkina Faso,Centre-Nord,Pibaore,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 25 October 2022, presumed JNIM militants attacked the gendarmerie in the village of Pibaore (Pibaore, Sanmatenga). The militants vandalized and burned the gendarmerie, the mayor's office, and telecommunications antennas.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-) Gendarmerie; Government of Burkina Faso (2022-),Civilians,12.8935,-0.8141,"12.8935,-0.8141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,6,Burkina Faso,Centre-Nord,Pibaore,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 6 September 2022, presumed JNIM militants sabotaged a telecommunications antenna in the hamlet of Batenga, near Pibaore (Pibaore, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8935,-0.8141,"12.8935,-0.8141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,6,Burkina Faso,Centre-Nord,Pibaore,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 6 September 2022, presumed JNIM militants sabotaged a telecommunications antenna in the hamlet of Batenga, near Pibaore (Pibaore, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8935,-0.8141,"12.8935,-0.8141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,6,Burkina Faso,Centre-Nord,Pibaore,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 6 September 2022, presumed JNIM militants sabotaged a telecommunications antenna in the hamlet of Batenga, near Pibaore (Pibaore, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8935,-0.8141,"12.8935,-0.8141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,1,Burkina Faso,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8752,1.8669,"11.8752,1.8669",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,1,Burkina Faso,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8752,1.8669,"11.8752,1.8669",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,1,Burkina Faso,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.8752,1.8669,"11.8752,1.8669",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,24,Burkina Faso,Centre-Nord,Foube,communications,antenna,Attack on civilians,arson,burned,"On 24 February 2022, presumed JNIM militants attacked the village of Foube (Barsalogho, Sanmatenga). The militants killed two IDP persons, wounded two others, and burned houses, a school, and a telecommunications antenna.",2,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Refugees/IDPs (Burkina Faso),Civilians,13.8543,-0.9315,"13.8543,-0.9315",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,24,Burkina Faso,Centre-Nord,Foube,communications,antenna,Attack on civilians,arson,burned,"On 24 February 2022, presumed JNIM militants attacked the village of Foube (Barsalogho, Sanmatenga). The militants killed two IDP persons, wounded two others, and burned houses, a school, and a telecommunications antenna.",2,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Refugees/IDPs (Burkina Faso),Civilians,13.8543,-0.9315,"13.8543,-0.9315",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,24,Burkina Faso,Centre-Nord,Foube,communications,antenna,Attack on civilians,arson,burned,"On 24 February 2022, presumed JNIM militants attacked the village of Foube (Barsalogho, Sanmatenga). The militants killed two IDP persons, wounded two others, and burned houses, a school, and a telecommunications antenna.",2,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Refugees/IDPs (Burkina Faso),Civilians,13.8543,-0.9315,"13.8543,-0.9315",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
