space_time_id,pop,rwi,error,wealth
2022_10_23_-4.6833_9.95,15.601830024830472,-0.258,0.395,7800.915012415236
2022_10_23_-4.6833_9.95,16.64142062908527,-0.258,0.395,8320.710314542635
2022_10_23_-4.6833_9.95,16.708723932071926,-0.258,0.395,8354.361966035964
2022_10_23_-4.6833_9.95,15.974450794687558,-0.258,0.395,7987.225397343779
2022_10_23_-4.6833_9.95,15.642437939388357,-0.258,0.395,7821.218969694179
2022_10_23_-4.6833_9.95,16.58706014080613,-0.258,0.395,8293.530070403065
2022_10_23_-4.6833_9.95,17.19753345597192,-0.258,0.395,8598.766727985962
2022_10_23_-4.6833_9.95,18.56210567478064,-0.258,0.395,9281.05283739032
2022_10_23_-4.6833_9.95,18.9649507828109,-0.258,0.395,9482.475391405449
2022_10_23_-4.6833_9.95,18.85054149917667,-0.258,0.395,9425.270749588335
2022_10_23_-4.6833_9.95,18.081823612998576,-0.258,0.395,9040.911806499289
2022_10_23_-4.6833_9.95,17.598079248307563,-0.258,0.395,8799.039624153782
2022_10_23_-4.6833_9.95,17.264503524805352,-0.258,0.395,8632.251762402677
2022_10_23_-4.6833_9.95,17.35683937778002,-0.258,0.395,8678.41968889001
2022_10_23_-4.6833_9.95,17.719308168997635,-0.679,0.287,5315.79245069929
2022_10_23_-4.6833_9.95,11.48757405437268,-0.679,0.287,3446.2722163118037
2022_10_23_-4.6833_9.95,0.000188390316915,-0.679,0.287,0.0565170950745
2022_10_23_-4.6833_9.95,5.981072239015123,-0.258,0.395,2990.5361195075616
2022_10_23_-4.6833_9.95,14.21057402357992,-0.258,0.395,7105.28701178996
2022_10_23_-4.6833_9.95,15.559001387554051,-0.258,0.395,7779.500693777026
2022_10_23_-4.6833_9.95,16.47918085271046,-0.258,0.395,8239.59042635523
2022_10_23_-4.6833_9.95,16.429486902968293,-0.258,0.395,8214.743451484146
2022_10_23_-4.6833_9.95,15.553969679372448,-0.258,0.395,7776.984839686224
2022_10_23_-4.6833_9.95,15.430476232209497,-0.258,0.395,7715.238116104748
2022_10_23_-4.6833_9.95,15.616052960914493,-0.258,0.395,7808.026480457246
2022_10_23_-4.6833_9.95,16.19262507177027,-0.258,0.395,8096.312535885135
2022_10_23_-4.6833_9.95,16.688796483945723,-0.258,0.395,8344.398241972862
2022_10_23_-4.6833_9.95,16.54794197743264,-0.258,0.395,8273.970988716319
2022_10_23_-4.6833_9.95,16.548685070760122,-0.258,0.395,8274.342535380061
2022_10_23_-4.6833_9.95,16.99185526804543,-0.258,0.395,8495.927634022715
2022_10_23_-4.6833_9.95,16.947426284482198,-0.258,0.395,8473.713142241098
2022_10_23_-4.6833_9.95,17.058157187046056,-0.258,0.395,8529.078593523029
2022_10_23_-4.6833_9.95,12.137030625115909,-0.679,0.287,3641.1091875347724
2022_10_23_-4.6833_9.95,0.387154608245732,-0.679,0.287,116.1463824737196
2022_10_23_-4.6833_9.95,4.105118603174439,-0.258,0.395,2052.5593015872196
2022_10_23_-4.6833_9.95,13.189727823506026,-0.258,0.395,6594.863911753013
2022_10_23_-4.6833_9.95,15.4807009408643,-0.258,0.395,7740.35047043215
2022_10_23_-4.6833_9.95,15.771366360048171,-0.258,0.395,7885.683180024085
2022_10_23_-4.6833_9.95,15.767101179074942,-0.258,0.395,7883.550589537471
2022_10_23_-4.6833_9.95,16.03018620533198,-0.258,0.395,8015.09310266599
2022_10_23_-4.6833_9.95,16.512238292133446,-0.258,0.395,8256.119146066723
2022_10_23_-4.6833_9.95,16.29503228483402,-0.258,0.395,8147.516142417009
2022_10_23_-4.6833_9.95,16.41092358308442,-0.258,0.395,8205.46179154221
2022_10_23_-4.6833_9.95,16.548522319984908,-0.258,0.395,8274.261159992455
2022_10_23_-4.6833_9.95,16.640302017030244,-0.258,0.395,8320.151008515122
2022_10_23_-4.6833_9.95,16.205904997206225,-0.258,0.395,8102.952498603113
2022_10_23_-4.6833_9.95,15.258751894235516,-0.258,0.395,7629.375947117758
2022_10_23_-4.6833_9.95,8.017485703702183,-0.258,0.395,4008.7428518510915
2022_10_23_-4.6833_9.95,0.219062526679368,-0.258,0.395,109.531263339684
2022_10_23_-4.6833_9.95,0.911640924032816,-0.258,0.395,455.82046201640804
2022_10_23_-4.6833_9.95,7.486225548823738,-0.258,0.395,3743.112774411869
2022_10_23_-4.6833_9.95,13.322023457944464,-0.258,0.395,6661.011728972232
2022_10_23_-4.6833_9.95,14.700935230213988,-0.258,0.395,7350.467615106993
2022_10_23_-4.6833_9.95,15.342760407924644,-0.258,0.395,7671.3802039623215
2022_10_23_-4.6833_9.95,15.473873083461996,-0.258,0.395,7736.936541730998
2022_10_23_-4.6833_9.95,15.089881564470412,-0.258,0.395,7544.940782235206
2022_10_23_-4.6833_9.95,14.925089806682518,-0.258,0.395,7462.544903341259
2022_10_23_-4.6833_9.95,15.356420303814788,-0.258,0.395,7678.210151907394
2022_10_23_-4.6833_9.95,14.577560824098285,-0.258,0.395,7288.780412049143
2022_10_23_-4.6833_9.95,9.835127535237875,-0.258,0.395,4917.563767618938
2022_10_23_-4.6833_9.95,2.523430047161164,-0.258,0.395,1261.715023580582
2022_10_23_-4.6833_9.95,0.219703590759743,-0.258,0.395,109.8517953798715
2022_10_23_-4.6833_9.95,3.220410471540105,-0.258,0.395,1610.2052357700525
2022_10_23_-4.6833_9.95,6.046316361492253,-0.258,0.395,3023.1581807461266
2022_10_23_-4.6833_9.95,7.728085451468799,-0.258,0.395,3864.0427257343995
2022_10_23_-4.6833_9.95,7.953706888501862,-0.258,0.395,3976.853444250931
2022_10_23_-4.6833_9.95,6.529328245500667,-0.258,0.395,3264.6641227503337
2022_10_23_-4.6833_9.95,4.244047605605174,-0.258,0.395,2122.023802802587
2022_10_23_-4.6833_9.95,0.851764451466545,-0.258,0.395,425.8822257332725
2022_2_6_-3.8195_10.0524,2.417452049859749,-0.006,0.282,1450.4712299158496
2022_2_6_-3.8195_10.0524,13.08914610035046,-0.006,0.282,7853.487660210276
2022_2_6_-3.8195_10.0524,21.323833082054787,-0.39,0.283,10661.916541027393
2022_2_6_-3.8195_10.0524,27.687876405209312,-0.39,0.283,13843.938202604657
2022_2_6_-3.8195_10.0524,30.778936994185408,-0.39,0.283,15389.468497092705
2022_2_6_-3.8195_10.0524,30.50676070415354,-0.39,0.283,15253.380352076769
2022_2_6_-3.8195_10.0524,25.574872680750765,-0.39,0.283,12787.436340375383
2022_2_6_-3.8195_10.0524,1.848302558819441,-0.507,0.346,739.3210235277764
2022_2_6_-3.8195_10.0524,16.35394022278699,-0.507,0.346,6541.576089114796
2022_2_6_-3.8195_10.0524,31.053304443051758,-0.507,0.346,12421.321777220703
2022_2_6_-3.8195_10.0524,33.72410827745191,-0.006,0.282,20234.464966471147
2022_2_6_-3.8195_10.0524,33.98385104280479,-0.39,0.283,16991.925521402394
2022_2_6_-3.8195_10.0524,44.81506099799245,-0.39,0.283,22407.530498996224
2022_2_6_-3.8195_10.0524,6.197820211785593,-0.507,0.346,2479.128084714237
2022_2_6_-3.8195_10.0524,29.663217835253285,-0.507,0.346,11865.287134101314
2022_2_6_-3.8195_10.0524,34.688433999019054,-0.507,0.346,13875.373599607621
2022_2_6_-3.8195_10.0524,35.12967177477166,-0.507,0.346,14051.868709908664
2022_2_6_-3.8195_10.0524,38.57005525644061,-0.507,0.346,15428.022102576244
2022_2_6_-3.8195_10.0524,6.743657195139327,0.253,0.284,5394.925756111461
2022_2_6_-3.8195_10.0524,31.49425817093132,0.253,0.284,25195.406536745057
2022_2_6_-3.8195_10.0524,34.9498007256639,0.253,0.284,27959.84058053112
2022_2_6_-3.8195_10.0524,38.70769558765069,0.253,0.284,30966.156470120553
2022_2_6_-3.8195_10.0524,2.532004606723657,-0.585,0.283,1012.8018426894628
2022_2_6_-3.8195_10.0524,39.327667975835446,0.253,0.284,31462.134380668358
2022_2_6_-3.8195_10.0524,46.20163973989451,0.253,0.284,36961.31179191561
2022_2_6_-3.8195_10.0524,47.2779494400726,0.253,0.284,37822.35955205808
2022_2_6_-3.8195_10.0524,15.787310924131926,-0.552,0.285,6314.92436965277
2022_2_6_-3.8195_10.0524,0.696126896372493,-0.552,0.285,278.4507585489972
2022_2_6_-3.8195_10.0524,55.082103264000025,-0.277,0.283,27541.051632000013
2022_2_6_-3.8195_10.0524,53.72596190915909,-0.277,0.283,26862.980954579543
2022_2_6_-3.8195_10.0524,51.07358443809949,-0.552,0.285,20429.433775239795
2022_2_6_-3.8195_10.0524,58.81816730218318,-0.552,0.285,23527.26692087327
2022_2_6_-3.8195_10.0524,60.06686005460137,-0.552,0.285,24026.74402184055
2022_2_6_-3.8195_10.0524,49.80187149942941,-0.552,0.285,19920.748599771763
2022_2_6_-3.8195_10.0524,18.72399748497873,-0.452,0.302,7489.5989939914925
2022_2_6_-3.8195_10.0524,0.008683295975914,-0.452,0.302,3.4733183903655998
2022_2_6_-3.8195_10.0524,56.94900133396955,-0.54,0.282,22779.600533587818
2022_2_6_-3.8195_10.0524,63.97539920552021,-0.54,0.282,25590.159682208086
2022_2_6_-3.8195_10.0524,61.41902854978477,-0.277,0.283,30709.514274892386
2022_2_6_-3.8195_10.0524,61.65748282217734,-0.277,0.283,30828.74141108867
2022_2_6_-3.8195_10.0524,61.59449125191879,-0.277,0.283,30797.245625959396
2022_2_6_-3.8195_10.0524,60.48963444912483,-0.552,0.285,24195.853779649933
2022_2_6_-3.8195_10.0524,58.70281470037688,-0.552,0.285,23481.12588015075
2022_2_6_-3.8195_10.0524,59.648141766771495,-0.552,0.285,23859.2567067086
2022_2_6_-3.8195_10.0524,59.53492367290405,-0.452,0.302,23813.96946916162
2022_2_6_-3.8195_10.0524,36.54480081690722,-0.452,0.302,14617.920326762887
2022_2_6_-3.8195_10.0524,1.580694586791547,-0.487,0.287,632.2778347166188
2022_2_6_-3.8195_10.0524,45.93370493112018,-0.58,0.283,18373.481972448073
2022_2_6_-3.8195_10.0524,61.38070117052752,-0.58,0.283,24552.28046821101
2022_2_6_-3.8195_10.0524,61.72417471896507,-0.54,0.282,24689.669887586027
2022_2_6_-3.8195_10.0524,62.888971670602594,-0.54,0.282,25155.58866824104
2022_2_6_-3.8195_10.0524,62.57358849896276,-0.277,0.283,31286.794249481383
2022_2_6_-3.8195_10.0524,63.55073613149237,-0.277,0.283,31775.368065746185
2022_2_6_-3.8195_10.0524,64.43438255728118,-0.277,0.283,32217.191278640592
2022_2_6_-3.8195_10.0524,63.6432102921597,0.171,0.285,44550.24720451179
2022_2_6_-3.8195_10.0524,59.88179412938254,0.171,0.285,41917.25589056778
2022_2_6_-3.8195_10.0524,59.46299275426541,0.171,0.285,41624.09492798579
2022_2_6_-3.8195_10.0524,59.32452827108533,0.171,0.285,41527.169789759726
2022_2_6_-3.8195_10.0524,59.708650168673394,-0.487,0.287,23883.460067469357
2022_2_6_-3.8195_10.0524,41.38982497270623,-0.487,0.287,16555.92998908249
2022_2_6_-3.8195_10.0524,1.070635406607177,-0.487,0.287,428.2541626428708
2022_2_6_-3.8195_10.0524,60.79541587000769,-0.58,0.283,24318.166348003077
2022_2_6_-3.8195_10.0524,62.74643935780831,-0.58,0.283,25098.575743123325
2022_2_6_-3.8195_10.0524,66.26714201262183,-0.58,0.283,26506.856805048734
2022_2_6_-3.8195_10.0524,65.68266125009666,-0.54,0.282,26273.064500038665
2022_2_6_-3.8195_10.0524,65.64753585159096,-0.54,0.282,26259.014340636382
2022_2_6_-3.8195_10.0524,62.82646017738672,-0.277,0.283,31413.23008869336
2022_2_6_-3.8195_10.0524,61.65702515637077,-0.277,0.283,30828.512578185386
2022_2_6_-3.8195_10.0524,63.08609602601837,-0.277,0.283,31543.048013009182
2022_2_6_-3.8195_10.0524,63.68792274668749,0.171,0.285,44581.545922681245
2022_2_6_-3.8195_10.0524,62.24448694283588,0.171,0.285,43571.14085998511
2022_2_6_-3.8195_10.0524,63.300449654069375,0.171,0.285,44310.314757848566
2022_2_6_-3.8195_10.0524,64.5473979666896,-0.424,0.286,25818.959186675842
2022_2_6_-3.8195_10.0524,65.74965759591998,-0.424,0.286,26299.863038367992
2022_2_6_-3.8195_10.0524,62.20502672203036,-0.487,0.287,24882.010688812145
2022_2_6_-3.8195_10.0524,31.46063787065241,-0.487,0.287,12584.255148260963
2022_2_6_-3.8195_10.0524,37.49215998827604,0.043,0.286,26244.51199179323
2022_2_6_-3.8195_10.0524,65.15835369270948,0.043,0.286,45610.84758489664
2022_2_6_-3.8195_10.0524,62.20121453256176,0.043,0.286,43540.85017279323
2022_2_6_-3.8195_10.0524,62.09311353401019,0.043,0.286,43465.17947380713
2022_2_6_-3.8195_10.0524,64.7156597638637,-0.58,0.283,25886.26390554548
2022_2_6_-3.8195_10.0524,64.42125959841734,-0.58,0.283,25768.503839366935
2022_2_6_-3.8195_10.0524,64.77271121621258,-0.58,0.283,25909.084486485033
2022_2_6_-3.8195_10.0524,68.13505239811761,-0.54,0.282,27254.020959247042
2022_2_6_-3.8195_10.0524,66.4621344281236,-0.54,0.282,26584.853771249444
2022_2_6_-3.8195_10.0524,64.72272200676697,-0.561,0.283,25889.08880270679
2022_2_6_-3.8195_10.0524,62.586756977289504,-0.561,0.283,25034.702790915802
2022_2_6_-3.8195_10.0524,61.66390388764442,-0.561,0.283,24665.561555057768
2022_2_6_-3.8195_10.0524,62.278272338744266,-0.185,0.3,37366.96340324656
2022_2_6_-3.8195_10.0524,62.93841532740375,-0.185,0.3,37763.049196442254
2022_2_6_-3.8195_10.0524,64.62401065695188,-0.185,0.3,38774.40639417113
2022_2_6_-3.8195_10.0524,67.35794559616248,-0.424,0.286,26943.178238464992
2022_2_6_-3.8195_10.0524,65.87810894701249,-0.424,0.286,26351.243578805
2022_2_6_-3.8195_10.0524,60.89559988137575,-0.487,0.287,24358.239952550302
2022_2_6_-3.8195_10.0524,59.25436405045771,-0.487,0.287,23701.745620183083
2022_2_6_-3.8195_10.0524,11.96724288920793,-0.487,0.287,4786.897155683172
2022_2_6_-3.8195_10.0524,7.63200883157612,-0.409,0.284,3052.803532630448
2022_2_6_-3.8195_10.0524,67.48108121036785,0.043,0.286,47236.75684725749
2022_2_6_-3.8195_10.0524,65.73680968391199,0.043,0.286,46015.76677873839
2022_2_6_-3.8195_10.0524,65.26981345455349,0.043,0.286,45688.86941818744
2022_2_6_-3.8195_10.0524,66.82333330477357,0.043,0.286,46776.3333133415
2022_2_6_-3.8195_10.0524,65.57503582553892,0.043,0.286,45902.525077877246
2022_2_6_-3.8195_10.0524,69.39597044582806,-0.58,0.283,27758.38817833122
2022_2_6_-3.8195_10.0524,68.52838402535167,-0.58,0.283,27411.353610140668
2022_2_6_-3.8195_10.0524,64.889042378279,-0.471,0.286,25955.6169513116
2022_2_6_-3.8195_10.0524,67.96792719889112,-0.561,0.283,27187.17087955645
2022_2_6_-3.8195_10.0524,68.28080513644616,-0.561,0.283,27312.322054578464
2022_2_6_-3.8195_10.0524,67.52292405189027,-0.561,0.283,27009.169620756107
2022_2_6_-3.8195_10.0524,63.81332857745227,-0.561,0.283,25525.331430980907
2022_2_6_-3.8195_10.0524,66.60210210186229,-0.185,0.3,39961.26126111737
2022_2_6_-3.8195_10.0524,68.59783095065744,-0.185,0.3,41158.69857039447
2022_2_6_-3.8195_10.0524,69.41859037771319,-0.185,0.3,41651.154226627914
2022_2_6_-3.8195_10.0524,67.13433736236237,-0.424,0.286,26853.73494494495
2022_2_6_-3.8195_10.0524,66.21724316643927,-0.424,0.286,26486.89726657571
2022_2_6_-3.8195_10.0524,61.26121075551304,-0.487,0.287,24504.484302205215
2022_2_6_-3.8195_10.0524,59.7273499734522,-0.487,0.287,23890.93998938088
2022_2_6_-3.8195_10.0524,40.103848789137295,-0.487,0.287,16041.539515654918
2022_2_6_-3.8195_10.0524,31.01003473712036,-0.754,0.284,9303.010421136109
2022_2_6_-3.8195_10.0524,64.6207599753078,-0.754,0.284,19386.227992592343
2022_2_6_-3.8195_10.0524,64.11372517582016,0.043,0.286,44879.60762307412
2022_2_6_-3.8195_10.0524,64.92189336749907,0.043,0.286,45445.32535724935
2022_2_6_-3.8195_10.0524,66.0871031483652,0.043,0.286,46260.97220385564
2022_2_6_-3.8195_10.0524,65.33314270161101,0.043,0.286,45733.199891127704
2022_2_6_-3.8195_10.0524,70.3638468234953,0.043,0.286,49254.692776446704
2022_2_6_-3.8195_10.0524,67.7530660586922,-0.471,0.286,27101.22642347688
2022_2_6_-3.8195_10.0524,63.24749488116973,-0.471,0.286,25298.997952467893
2022_2_6_-3.8195_10.0524,66.26837800848998,-0.471,0.286,26507.35120339599
2022_2_6_-3.8195_10.0524,66.96888424399438,-0.561,0.283,26787.553697597752
2022_2_6_-3.8195_10.0524,68.87304381424619,-0.561,0.283,27549.217525698474
2022_2_6_-3.8195_10.0524,65.04681991360256,-0.561,0.283,26018.727965441023
2022_2_6_-3.8195_10.0524,66.33077459715054,-0.185,0.3,39798.46475829032
2022_2_6_-3.8195_10.0524,67.92088400784169,-0.185,0.3,40752.530404705016
2022_2_6_-3.8195_10.0524,70.49032711601691,-0.185,0.3,42294.19626961015
2022_2_6_-3.8195_10.0524,69.56901551087176,-0.424,0.286,27827.606204348707
2022_2_6_-3.8195_10.0524,66.50037968809771,-0.424,0.286,26600.151875239084
2022_2_6_-3.8195_10.0524,63.96626597254042,-0.487,0.287,25586.50638901617
2022_2_6_-3.8195_10.0524,61.94696245696807,-0.487,0.287,24778.78498278723
2022_2_6_-3.8195_10.0524,61.70379118190215,-0.487,0.287,24681.516472760857
2022_2_6_-3.8195_10.0524,5.276815434934756,-0.5,0.288,2110.7261739739024
2022_2_6_-3.8195_10.0524,42.87340839558087,-0.754,0.284,12862.022518674261
2022_2_6_-3.8195_10.0524,60.72450867340304,-0.754,0.284,18217.35260202091
2022_2_6_-3.8195_10.0524,58.85461985519087,-0.278,0.283,29427.309927595434
2022_2_6_-3.8195_10.0524,63.15169792376632,-0.278,0.283,31575.84896188316
2022_2_6_-3.8195_10.0524,66.48871222064804,-0.278,0.283,33244.35611032402
2022_2_6_-3.8195_10.0524,67.6318732734187,-0.278,0.283,33815.93663670935
2022_2_6_-3.8195_10.0524,71.19688896277974,-0.471,0.286,28478.755585111896
2022_2_6_-3.8195_10.0524,67.22929664536215,-0.471,0.286,26891.718658144862
2022_2_6_-3.8195_10.0524,66.45586433636714,-0.471,0.286,26582.345734546856
2022_2_6_-3.8195_10.0524,74.60323990212459,-0.471,0.286,29841.295960849835
2022_2_6_-3.8195_10.0524,87.26621265295456,-0.081,0.281,52359.72759177274
2022_2_6_-3.8195_10.0524,98.63779543918692,-0.081,0.281,59182.67726351215
2022_2_6_-3.8195_10.0524,90.91626875404482,-0.081,0.281,54549.76125242689
2022_2_6_-3.8195_10.0524,71.63765475715313,-0.081,0.281,42982.59285429188
2022_2_6_-3.8195_10.0524,70.13720794722212,-0.185,0.3,42082.324768333274
2022_2_6_-3.8195_10.0524,71.35764088043294,-0.537,0.284,28543.056352173175
2022_2_6_-3.8195_10.0524,70.89932420676047,-0.537,0.284,28359.729682704186
2022_2_6_-3.8195_10.0524,69.27980881751601,-0.537,0.284,27711.923527006405
2022_2_6_-3.8195_10.0524,65.0889895869422,-0.328,0.286,32544.4947934711
2022_2_6_-3.8195_10.0524,60.87825224221759,-0.328,0.286,30439.126121108795
2022_2_6_-3.8195_10.0524,62.359894538601615,-0.328,0.286,31179.947269300807
2022_2_6_-3.8195_10.0524,20.53121570500796,-0.5,0.288,8212.486282003183
2022_2_6_-3.8195_10.0524,49.744515347021874,-0.754,0.284,14923.354604106562
2022_2_6_-3.8195_10.0524,57.618155759560246,-0.754,0.284,17285.446727868075
2022_2_6_-3.8195_10.0524,54.53268148458253,-0.278,0.283,27266.340742291268
2022_2_6_-3.8195_10.0524,56.72871189782312,-0.278,0.283,28364.355948911558
2022_2_6_-3.8195_10.0524,60.5187570994376,-0.278,0.283,30259.3785497188
2022_2_6_-3.8195_10.0524,65.3242398186543,-0.278,0.283,32662.119909327153
2022_2_6_-3.8195_10.0524,66.66743421194965,-0.562,0.282,26666.973684779863
2022_2_6_-3.8195_10.0524,68.39522432310127,-0.471,0.286,27358.08972924051
2022_2_6_-3.8195_10.0524,75.88004765243858,-0.471,0.286,30352.01906097543
2022_2_6_-3.8195_10.0524,107.11723232537751,-0.471,0.286,42846.89293015101
2022_2_6_-3.8195_10.0524,112.42828334273604,-0.081,0.281,67456.97000564162
2022_2_6_-3.8195_10.0524,116.3450423544766,-0.081,0.281,69807.02541268597
2022_2_6_-3.8195_10.0524,111.43353692404914,-0.081,0.281,66860.12215442948
2022_2_6_-3.8195_10.0524,92.94275600069764,-0.081,0.281,55765.653600418584
2022_2_6_-3.8195_10.0524,74.81686657432851,-0.537,0.284,29926.746629731406
2022_2_6_-3.8195_10.0524,73.75437897810767,-0.537,0.284,29501.751591243068
2022_2_6_-3.8195_10.0524,73.17114737698388,-0.537,0.284,29268.458950793553
2022_2_6_-3.8195_10.0524,69.30014483343567,-0.537,0.284,27720.057933374268
2022_2_6_-3.8195_10.0524,65.8865602737158,-0.328,0.286,32943.2801368579
2022_2_6_-3.8195_10.0524,60.462845122496944,-0.328,0.286,30231.422561248473
2022_2_6_-3.8195_10.0524,60.92194346627286,-0.328,0.286,30460.97173313643
2022_2_6_-3.8195_10.0524,29.50674268008754,-0.5,0.288,11802.697072035016
2022_2_6_-3.8195_10.0524,55.255763540599965,-0.429,0.283,22102.305416239986
2022_2_6_-3.8195_10.0524,55.021483735986486,-0.429,0.283,22008.593494394594
2022_2_6_-3.8195_10.0524,51.9973205941566,-0.651,0.282,15599.196178246979
2022_2_6_-3.8195_10.0524,54.47524748159887,-0.651,0.282,16342.574244479662
2022_2_6_-3.8195_10.0524,56.87061548007639,-0.651,0.282,17061.184644022916
2022_2_6_-3.8195_10.0524,60.55238252669764,-0.562,0.282,24220.953010679055
2022_2_6_-3.8195_10.0524,66.489774574954,-0.562,0.282,26595.9098299816
2022_2_6_-3.8195_10.0524,67.75204574361669,-0.562,0.282,27100.818297446676
2022_2_6_-3.8195_10.0524,86.76262769028861,-0.651,0.282,26028.788307086583
2022_2_6_-3.8195_10.0524,111.02757298993733,-0.651,0.282,33308.2718969812
2022_2_6_-3.8195_10.0524,121.54579481825984,-0.263,0.381,60772.89740912992
2022_2_6_-3.8195_10.0524,123.7101226178102,-0.263,0.381,61855.0613089051
2022_2_6_-3.8195_10.0524,116.14048302378976,-0.263,0.381,58070.24151189488
2022_2_6_-3.8195_10.0524,100.84614128579526,-0.263,0.381,50423.07064289763
2022_2_6_-3.8195_10.0524,75.47482752578335,-0.522,0.286,30189.931010313343
2022_2_6_-3.8195_10.0524,74.18751163823526,-0.522,0.286,29675.004655294106
2022_2_6_-3.8195_10.0524,72.48525090070025,-0.522,0.286,28994.1003602801
2022_2_6_-3.8195_10.0524,69.1291052071925,-0.522,0.286,27651.642082877
2022_2_6_-3.8195_10.0524,67.07641177495917,-0.362,0.288,33538.205887479584
2022_2_6_-3.8195_10.0524,63.20702271020656,-0.362,0.288,31603.51135510328
2022_2_6_-3.8195_10.0524,62.070441890598666,-0.362,0.288,31035.220945299334
2022_2_6_-3.8195_10.0524,33.85247234614117,-0.5,0.288,13540.988938456469
2022_2_6_-3.8195_10.0524,51.99689200847284,-0.429,0.283,20798.756803389137
2022_2_6_-3.8195_10.0524,52.80950600465352,-0.429,0.283,21123.80240186141
2022_2_6_-3.8195_10.0524,50.707344093120405,-0.651,0.282,15212.203227936121
2022_2_6_-3.8195_10.0524,52.66692281384358,-0.651,0.282,15800.076844153073
2022_2_6_-3.8195_10.0524,55.05843178697059,-0.651,0.282,16517.529536091177
